zaman,boyut,kaynak_ip,hedef_ip,protokol,ttl,etiket,kaynak_port,hedef_port,bayraklar
1775625870.6646674,1393,192.178.24.42,10.111.197.48,6,114,1,443,54924,A
1775625870.6655767,1393,192.178.24.42,10.111.197.48,6,114,1,443,54924,PA
1775625870.6663017,1393,192.178.24.42,10.111.197.48,6,114,1,443,54924,A
1775625870.667182,1393,172.217.168.110,10.111.197.48,6,116,1,443,60012,A
1775625870.6679485,1393,172.217.168.110,10.111.197.48,6,116,1,443,60012,PA
1775625870.668637,515,192.178.24.42,10.111.197.48,6,114,1,443,54924,PA
1775625870.6692293,1393,172.217.168.110,10.111.197.48,6,116,1,443,60012,A
1775625870.66966,66,142.251.127.84,10.111.197.48,17,51,1,443,50953,UDP
1775625870.6701324,1393,172.217.168.110,10.111.197.48,6,116,1,443,60012,PA
1775625870.6705656,1277,172.217.168.110,10.111.197.48,6,116,1,443,60012,PA
1775625870.670841,54,10.111.197.48,104.18.25.232,6,128,1,64900,443,A
1775625870.671097,54,10.111.197.48,104.18.25.232,6,128,1,64900,443,A
1775625870.6714573,54,10.111.197.48,192.178.24.42,6,128,1,54924,443,A
1775625870.6720605,54,10.111.197.48,172.217.168.110,6,128,1,60012,443,A
1775625870.6725602,54,10.111.197.48,192.178.24.42,6,128,1,54924,443,A
1775625870.673215,144,10.111.197.48,192.178.24.42,6,128,1,54924,443,PA
1775625870.6741104,1292,216.239.38.120,10.111.197.48,17,52,1,443,63305,UDP
1775625870.6746314,54,10.111.197.48,172.217.168.110,6,128,1,60012,443,A
1775625870.67542,1292,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.6762779,58,8.8.8.8,10.111.197.48,1,110,1,0,0,None
1775625870.6771572,674,216.239.38.120,10.111.197.48,17,52,1,443,63305,UDP
1775625870.6778338,660,216.239.38.120,10.111.197.48,17,53,1,443,63305,UDP
1775625870.6784241,449,216.239.38.120,10.111.197.48,17,52,1,443,63305,UDP
1775625870.6789374,66,216.239.38.120,10.111.197.48,17,53,1,443,63305,UDP
1775625870.6794543,128,10.111.197.48,172.217.168.110,6,128,1,60012,443,PA
1775625870.6800141,146,10.111.197.48,172.217.168.110,6,128,1,60012,443,PA
1775625870.6805038,780,10.111.197.48,172.217.168.110,6,128,1,60012,443,PA
1775625870.6808634,582,10.111.197.48,172.217.168.110,6,128,1,60012,443,PA
1775625870.6817296,1292,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.6823654,73,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.6895046,54,10.111.197.48,3.160.57.104,6,128,1,52937,443,A
1775625870.7220175,54,10.111.197.48,104.18.25.232,6,128,1,64900,443,A
1775625870.7226217,74,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.7308164,672,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
1775625870.7337792,85,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
1775625870.7354686,85,10.111.197.48,34.160.122.198,6,128,1,59414,443,PA
1775625870.7415524,705,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
1775625870.747911,54,10.111.197.48,34.160.122.198,6,128,1,59414,443,A
1775625870.7509997,1393,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
1775625870.751502,1393,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
1775625870.7604115,54,10.111.197.48,34.160.122.198,6,128,1,59414,443,A
1775625870.7614655,54,10.111.197.48,34.160.122.198,6,128,1,59414,443,A
1775625870.7624261,1393,34.160.122.198,10.111.197.48,6,113,1,443,59414,A
1775625870.7636778,1393,34.160.122.198,10.111.197.48,6,113,1,443,59414,PA
